"OBJECTID","TOWNNAME","TOWNNAME_SUGGEST","POSTCODE","PAYS","REGION","X","Y"
258461,"SAINT-GERVAIS","SAINT-GERVAIS","85230","FRANCE","85",-1,99992,46,90256
258463,"SAINT-FIACRE-SUR-MAINE","SAINT-FIACRE-SUR-MAINE","44690","FRANCE","44",-1,41992,47,14439
258466,"GESVRES","GESVRES","53370","FRANCE","53",-0,14739,48,36912
258468,"LA COQUE","LA COQUE","72140","FRANCE","72",-0,12358,48,18146
258470,"LES ULMES","LES ULMES","49700","FRANCE","49",-0,18166,47,22062
258471,"ROCHEFORT-SUR-LOIRE","ROCHEFORT-SUR-LOIRE","49190","FRANCE","49",-0,65658,47,35712
258473,"LA COUTURE","LA COUTURE","85320","FRANCE","85",-1,26358,46,521
258475,"PANREUX","PANREUX","49260","FRANCE","49",-0,1282,47,10897
258476,"NUAILLÉ","NUAILLÉ","49340","FRANCE","49",-0,79533,47,09513
258479,"LA CHAPELLE-SAINT-FLORENT","LA CHAPELLE-SAINT-FLORENT","49410","FRANCE","49",-1,05665,47,33457
258495,"SAINTE-PAZANNE","SAINTE-PAZANNE","44680","FRANCE","44",-1,81234,47,10159
258497,"LA PRÉVIÈRE","LA PRÉVIÈRE","49420","FRANCE","49",-1,1783,47,71723
258499,"SAINT-MARS-DU-DÉSERT","SAINT-MARS-DU-DÉSERT","53700","FRANCE","53",-0,15917,48,2937
258502,"LE PAS","LE PAS","53300","FRANCE","53",-0,70075,48,42971
258506,"CHAUDRON-EN-MAUGES","CHAUDRON-EN-MAUGES","49110","FRANCE","49",-0,98376,47,29005
258509,"SAINT-NICOLAS-DE-REDON","SAINT-NICOLAS-DE-REDON","44460","FRANCE","44",-2,06718,47,64173
258516,"GENNES","GENNES","49350","FRANCE","49",-0,2321,47,34338
258519,"NOGENT-LE-BERNARD","NOGENT-LE-BERNARD","72110","FRANCE","72",0,48954,48,23683
258520,"SAINT-LÉGER-DES-BOIS","SAINT-LÉGER-DES-BOIS","49170","FRANCE","49",-0,71,47,46051
258526,"SAINT-LAMBERT-DU-LATTAY","SAINT-LAMBERT-DU-LATTAY","49750","FRANCE","49",-0,63218,47,30165
258529,"SAINT-JUST-SUR-DIVE","SAINT-JUST-SUR-DIVE","49260","FRANCE","49",-0,09064,47,18072
258530,"MOITRON-SUR-SARTHE","MOITRON-SUR-SARTHE","72170","FRANCE","72",0,03192,48,23976
258539,"LIGNÉ","LIGNÉ","44850","FRANCE","44",-1,37589,47,41067
258541,"PETIT-AUVERNÉ","PETIT-AUVERNÉ","44670","FRANCE","44",-1,29121,47,61141
258545,"LES TOUCHES","LES TOUCHES","44390","FRANCE","44",-1,43133,47,44218
258546,"SAINT-CHRISTOPHE-DU-LIGNERON","SAINT-CHRISTOPHE-DU-LIGNERON","85670","FRANCE","85",-1,76222,46,82394
258548,"LE VILLAGE","LE VILLAGE","85540","FRANCE","85",-1,3141,46,44267
258549,"VERTOU","VERTOU","44120","FRANCE","44",-1,47358,47,16793
258559,"PRÉVELLES","PRÉVELLES","72110","FRANCE","72",0,48374,48,15214
258560,"MOULINE","MOULINE","44240","FRANCE","44",-1,55248,47,32332
258564,"SOULLANS","SOULLANS","85300","FRANCE","85",-1,90073,46,79582
258568,"NUEIL-SUR-LAYON","NUEIL-SUR-LAYON","49560","FRANCE","49",-0,36529,47,11766
258572,"CHÉTIGNÉ","CHÉTIGNÉ","49400","FRANCE","49",-0,14147,47,21715
